,location,BHK,total_sqft,bath,price
594,others,1,1576.0,2.0,93.0
595,Whitefield,3,1650.0,3.0,60.0
596,Cox Town,3,1975.0,3.0,150.0
597,Kammasandra,2,674.0,2.0,33.0
598,Kaggadasapura,2,1185.0,2.0,41.0
599,Thanisandra,1,445.0,1.0,28.0
600,HSR Layout,3,1475.0,3.0,75.0
601,Gottigere,3,1618.0,3.0,82.5
602,Koramangala,2,1120.0,2.0,65.0
603,Marathahalli,4,2181.0,3.0,152.0
604,Vidyaranyapura,4,1200.0,4.0,90.0
605,Bannerghatta Road,3,1556.0,2.0,59.13
606,Bannerghatta Road,2,1179.0,2.0,66.02
607,Thanisandra,2,1296.0,2.0,83.0
608,Kaggadasapura,2,1275.0,2.0,52.0
609,Kathriguppe,3,1400.0,2.0,77.0
610,Gottigere,2,1222.0,2.0,63.0
611,Electronic City,2,940.0,2.0,41.0
612,Thanisandra,2,1185.0,2.0,42.6
613,Tumkur Road,3,1779.0,3.0,112.0
614,Begur Road,3,1615.0,3.0,59.76
615,Haralur Road,2,1056.0,2.0,61.0
616,7th Phase JP Nagar,2,1100.0,2.0,46.0
617,Arekere,2,920.0,2.0,40.0
618,others,3,1602.0,2.0,75.0
619,Padmanabhanagar,2,1176.0,2.0,62.0
620,Kasavanhalli,3,1717.0,3.0,99.0
621,Bhoganhalli,4,2119.0,4.0,111.0
622,Vittasandra,2,1246.0,2.0,67.3
623,Anandapura,2,1141.0,2.0,42.79
624,Hennur Road,2,1157.0,2.0,84.0
625,Yelahanka New Town,1,650.0,1.0,33.0
626,Hebbal,2,1349.0,2.0,98.0
627,others,3,1566.0,3.0,83.3
628,Sahakara Nagar,4,2830.0,3.0,195.0
629,others,3,1780.0,3.0,84.83
630,Varthur,2,1091.0,2.0,34.9
631,Rachenahalli,4,3670.0,4.0,300.0
632,7th Phase JP Nagar,2,918.0,2.0,50.49
633,Yeshwanthpur,4,1950.0,4.0,130.0
634,Panathur,3,1695.0,3.0,90.0
635,Yelahanka,3,1705.0,3.0,95.0
636,Kalyan nagar,3,1375.0,3.0,75.0
637,Kanakpura Road,1,525.0,1.0,30.0
638,Whitefield,2,1447.0,2.0,83.0
639,Thanisandra,2,1114.0,2.0,39.0
640,7th Phase JP Nagar,3,1450.0,2.0,100.0
641,others,2,1022.0,2.0,40.0
642,Hebbal,2,1000.0,2.0,45.0
643,Electronic City,2,1128.0,2.0,68.75
644,Kanakpura Road,2,1180.0,2.0,57.0
645,Kanakpura Road,2,1339.0,2.0,75.0
646,Yelachenahalli,3,1400.0,2.0,55.0
647,7th Phase JP Nagar,2,1040.0,2.0,39.52
648,Kadugodi,2,1198.0,2.0,58.0
649,others,4,1200.0,3.0,95.0
650,Sarjapur  Road,3,1691.0,3.0,113.0
651,Bisuvanahalli,3,1075.0,3.0,36.0
652,8th Phase JP Nagar,3,1240.0,3.0,43.5
653,Bannerghatta Road,2,1122.5,2.0,58.935
654,Mallasandra,3,1665.0,3.0,86.58
655,Marathahalli,3,2489.0,3.0,94.0
656,Brookefield,2,1142.0,2.0,70.0
657,Kothannur,3,1853.0,3.0,82.0
658,Kasturi Nagar,2,1567.0,2.0,92.0
659,Electronics City Phase 1,2,1175.0,2.0,51.47
660,Subramanyapura,2,1200.0,2.0,52.0
661,Kodichikkanahalli,2,995.0,2.0,41.0
662,Magadi Road,2,884.0,2.0,41.1
663,Yeshwanthpur,2,1170.0,2.0,57.0
664,KR Puram,2,1225.0,2.0,46.55
665,Electronic City,2,1342.0,2.0,73.3
666,Uttarahalli,2,1345.0,2.0,67.0
667,Kodigehaali,3,1320.0,3.0,65.0
668,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39
669,Battarahalli,2,1300.0,2.0,50.0
670,Hosa Road,3,1652.0,3.0,85.0
671,Thigalarapalya,3,2072.0,4.0,142.0
672,Arekere,3,1740.0,2.0,95.0
673,Electronic City,3,1360.0,2.0,71.0
674,Hosur Road,3,1145.0,2.0,60.0
675,Sarjapur  Road,2,1278.0,2.0,95.0
676,Electronic City Phase II,1,630.0,1.0,40.0
677,Kanakpura Road,3,1100.0,3.0,58.0
678,others,3,1200.0,3.0,95.0
679,Hosur Road,5,3300.0,5.0,240.0
680,Gunjur,3,1356.0,2.0,66.0
681,others,2,823.0,2.0,28.0
682,TC Palaya,3,1200.0,2.0,66.0
683,Ramamurthy Nagar,2,1050.0,2.0,37.0
684,others,2,1180.0,2.0,69.0
685,7th Phase JP Nagar,2,1070.0,2.0,42.79
686,Varthur,2,1385.0,2.0,80.0
687,Varthur,1,1000.0,1.0,70.0
688,Whitefield,3,1897.0,3.0,130.0
689,Magadi Road,2,1005.0,2.0,55.78
690,Green Glen Layout,3,1575.0,3.0,125.0
691,Subramanyapura,2,975.0,2.0,65.0
692,Hennur Road,3,1904.0,3.0,120.0
693,Kengeri Satellite Town,1,930.0,1.0,30.0
694,Electronic City Phase II,2,2400.0,3.0,150.0
695,Sarjapur  Road,3,2238.0,3.0,140.0
696,Harlur,2,1174.0,2.0,69.0
697,Thubarahalli,4,3800.0,4.0,239.0
698,Whitefield,3,2225.0,2.0,125.0
699,Jigani,2,918.0,2.0,52.0
700,Mahadevpura,2,1250.0,2.0,52.0
701,Sarjapur  Road,3,1800.0,3.0,110.0
702,Marathahalli,2,1170.0,2.0,53.0
703,Bannerghatta Road,2,793.0,2.0,45.0
704,Jakkur,3,1710.0,3.0,107.0
705,Kambipura,3,1082.0,2.0,57.5
706,others,2,1001.0,2.0,33.03
707,Yelahanka,3,1590.0,2.0,54.0
708,others,3,2400.0,2.0,80.0
709,Horamavu Banaswadi,3,1554.0,3.0,55.0
710,Thanisandra,2,1142.5,2.0,43.415
711,Konanakunte,2,884.0,1.0,58.0
712,Marathahalli,2,1019.0,2.0,49.86
713,Ambedkar Nagar,3,1935.0,4.0,130.0
714,Uttarahalli,3,1135.0,2.0,39.73
715,Kasavanhalli,3,1799.0,3.0,90.0
716,Whitefield,4,4348.5,2.0,304.0
717,Kundalahalli,2,1047.0,2.0,82.0
718,others,2,1282.0,2.0,87.0
719,NGR Layout,2,1020.0,2.0,45.9
720,Whitefield,2,1495.0,2.0,79.5
721,Kasavanhalli,4,3260.0,4.0,240.0
722,others,3,1611.0,2.0,64.44
723,others,3,1500.0,2.0,95.0
724,Sahakara Nagar,3,1500.0,2.0,95.0
725,Uttarahalli,3,1540.0,3.0,50.0
726,Hosa Road,3,1639.0,3.0,80.0
727,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
728,Brookefield,3,1440.0,2.0,68.0
729,Seegehalli,2,901.0,2.0,35.14
730,Sarjapur,3,900.0,2.0,42.0
731,others,2,1060.0,2.0,55.0
732,NGR Layout,2,1020.0,2.0,48.45
733,Varthur,3,1535.0,3.0,65.99
734,others,1,530.0,1.0,20.0
735,others,2,1350.0,2.0,80.0
736,Sarjapur  Road,2,1115.0,2.0,50.0
737,Uttarahalli,2,1175.0,2.0,47.0
738,Whitefield,2,1113.0,2.0,62.0
739,Giri Nagar,2,650.0,2.0,42.0
740,Marathahalli,2,1325.0,2.0,71.55
741,Electronics City Phase 1,2,950.0,2.0,31.0
742,Jakkur,3,1396.0,2.0,86.51
743,Rachenahalli,2,1050.0,2.0,52.07
744,Thanisandra,3,1825.0,3.0,100.0
745,7th Phase JP Nagar,2,1190.0,2.0,49.98
746,Marathahalli,2,1220.0,2.0,56.5
747,NRI Layout,3,1565.0,2.0,75.0
748,Hennur Road,3,1891.0,3.0,109.0
749,others,2,900.0,2.0,27.0
750,Hosa Road,2,1161.0,2.0,55.15
751,Yeshwanthpur,1,665.0,1.0,36.85
752,Hoodi,2,1425.0,2.0,80.0
753,others,3,1200.0,3.0,56.12
754,Somasundara Palya,2,1255.0,2.0,67.0
755,Hegde Nagar,3,2112.95,4.0,145.0
756,Raja Rajeshwari Nagar,1,600.0,1.0,22.0
757,Haralur Road,3,1810.0,3.0,100.0
758,Indira Nagar,2,1200.0,2.0,93.0
759,Harlur,2,1033.0,2.0,49.0
760,others,3,1548.0,3.0,89.5
761,Horamavu Banaswadi,3,1611.0,3.0,66.0
762,Vidyaranyapura,3,1485.0,2.0,67.0
763,Margondanahalli,2,2400.0,2.0,82.0
764,others,2,1025.0,2.0,44.5
765,others,2,1225.0,2.0,53.0
766,5th Phase JP Nagar,2,1256.0,2.0,62.8
767,Whitefield,4,2268.0,3.0,163.0
768,Kanakpura Road,3,1100.0,3.0,53.0
769,others,2,1141.0,2.0,62.0
770,Attibele,1,400.0,1.0,12.0
771,Chandapura,2,1400.0,2.0,60.0
772,others,1,1576.0,1.0,110.0
773,others,2,1175.0,2.0,48.27
774,Sahakara Nagar,2,1100.0,2.0,56.0
775,Kanakpura Road,3,1843.0,3.0,95.84
776,Horamavu Banaswadi,2,1460.0,2.0,80.5
777,Rachenahalli,3,1530.0,2.0,74.5
778,HSR Layout,2,1467.0,2.0,55.0
779,others,1,950.0,1.0,40.0
780,Vittasandra,2,1246.0,2.0,64.5
781,Kanakapura,1,711.0,1.0,38.0
782,Haralur Road,2,1194.0,2.0,46.0
783,Babusapalaya,3,1358.0,2.0,43.4
784,Hoodi,2,1420.0,2.0,75.0
785,Kathriguppe,3,1250.0,2.0,68.75
786,Akshaya Nagar,2,1280.0,2.0,58.0
787,others,2,1209.0,2.0,50.0
788,others,5,4200.0,5.0,225.0
789,Panathur,3,1315.0,2.0,54.8
790,others,3,1800.0,3.0,90.0
791,others,5,1600.0,4.0,125.0
792,TC Palaya,3,1600.0,2.0,65.0
793,others,3,1563.0,3.0,52.0
794,Whitefield,3,1560.0,2.0,72.0
795,Brookefield,3,2169.0,4.0,115.0
796,Rachenahalli,2,1050.0,2.0,55.5
797,Iblur Village,3,3235.0,3.0,235.0
798,TC Palaya,3,1200.0,3.0,66.0
799,HSR Layout,2,1140.0,2.0,46.0
800,Horamavu Agara,3,1560.0,3.0,75.0
801,JP Nagar,2,1100.0,2.0,70.0
802,Kasavanhalli,3,1260.0,2.0,40.32
803,Hebbal,2,1036.0,2.0,50.0
804,Akshaya Nagar,3,1662.0,3.0,85.1
805,Yelachenahalli,3,1464.0,2.0,105.0
806,Yelahanka,2,1234.0,2.0,80.0
807,Sarjapur  Road,3,1403.0,3.0,55.0
808,Seegehalli,3,1150.0,2.0,42.9
809,Kanakapura,2,929.0,2.0,46.0
810,TC Palaya,3,1350.0,2.0,75.0
811,others,2,1135.0,2.0,39.73
812,others,2,1405.0,2.0,70.0
813,Whitefield,2,1200.0,2.0,45.84
814,Haralur Road,4,2805.0,4.0,154.0
815,Yeshwanthpur,2,1161.0,2.0,64.08
816,Kanakpura Road,2,1290.0,2.0,74.0
817,Yeshwanthpur,3,2557.0,3.0,141.0
818,others,3,1480.0,3.0,90.0
819,Old Madras Road,3,1350.0,3.0,54.54
820,Kadugodi,3,1580.0,2.0,65.0
821,Banashankari,3,1470.0,2.0,88.64
822,Sarjapur  Road,2,1346.0,2.0,61.92
823,others,3,1600.0,3.0,90.0
824,others,2,1200.0,2.0,35.0
825,Channasandra,3,1340.0,2.0,48.33
826,Jigani,2,918.0,2.0,48.0
827,others,3,1500.0,3.0,115.0
828,Yelahanka,2,1315.0,2.0,85.0
829,Uttarahalli,3,1390.0,2.0,62.55
830,Uttarahalli,3,1330.0,2.0,56.0
831,others,3,1824.0,3.0,125.0
832,7th Phase JP Nagar,3,1420.0,2.0,96.0
833,others,1,750.0,1.0,56.25
834,Jalahalli East,3,1260.0,2.0,60.0
835,Hennur Road,3,1561.0,3.0,95.0
836,others,2,1060.0,2.0,42.0
837,Haralur Road,2,1225.0,2.0,67.38
838,Thanisandra,3,2144.0,3.0,135.0
839,Electronic City,2,880.0,2.0,29.0
840,Hoodi,3,1639.0,3.0,110.0
841,Thanisandra,3,1240.0,2.0,62.0
842,Kanakpura Road,2,1500.0,2.0,69.0
843,Haralur Road,2,1243.0,2.0,46.0
844,Marathahalli,3,1575.0,3.0,78.0
845,Kambipura,3,1082.0,2.0,56.0
846,Konanakunte,3,1637.0,3.0,73.0
847,Kanakpura Road,3,1665.0,3.0,86.58
848,Electronic City,2,1265.0,2.0,56.93
849,Electronic City,3,1691.0,2.0,102.0
850,Thanisandra,2,1100.0,2.0,38.0
851,others,3,1500.0,3.0,62.0
852,Choodasandra,2,1115.0,2.0,50.0
853,Mysore Road,2,1070.0,2.0,45.0
854,Budigere,2,1162.0,2.0,57.0
855,others,2,1339.0,2.0,55.0
856,Mahadevpura,2,1192.0,2.0,75.0
857,Haralur Road,3,1920.0,3.0,115.0
858,Hennur,2,1255.0,2.0,52.32
859,others,3,1600.0,3.0,75.0
860,others,2,1225.0,2.0,55.11
861,Kasturi Nagar,3,1570.0,3.0,80.0
862,Thanisandra,2,1093.0,2.0,70.0
863,Basaveshwara Nagar,3,1865.0,3.0,145.0
864,Kaikondrahalli,2,1039.0,2.0,80.0
865,Whitefield,3,1985.0,3.0,75.0
866,Hosakerehalli,3,1590.0,3.0,49.0
867,Electronic City Phase II,2,775.0,2.0,38.0
868,others,2,1000.0,2.0,50.0
869,Bommasandra,2,1035.0,2.0,41.0
870,Dasarahalli,3,1520.0,2.0,75.0
871,Whitefield,2,1360.0,2.0,95.0
872,others,4,6000.0,5.0,400.0
873,Kodigehaali,2,1117.0,2.0,56.0
874,EPIP Zone,2,1330.0,2.0,92.5
875,Marathahalli,3,1937.0,3.0,160.0
876,Electronic City,2,1128.0,2.0,65.49
877,Neeladri Nagar,2,1053.0,2.0,45.0
878,Panathur,2,1198.0,2.0,77.0
879,Marathahalli,2,1152.0,2.0,56.0
880,Frazer Town,2,1625.0,2.0,75.0
881,Kundalahalli,3,1397.0,3.0,105.0
882,Kaggalipura,1,700.0,1.0,38.0
883,Yelahanka,2,1170.0,2.0,62.5
884,Kanakpura Road,3,1200.0,2.0,42.0
885,others,3,2400.0,3.0,170.0
886,others,2,1480.0,2.0,65.0
887,Akshaya Nagar,3,1897.0,3.0,120.0
888,Rachenahalli,2,996.0,2.0,67.0
889,Haralur Road,3,1875.0,3.0,110.0
890,others,3,1500.0,2.0,98.0
891,Yelahanka,3,1450.0,3.0,65.255
892,Yelahanka,1,697.0,1.0,45.0
893,Sarjapur  Road,1,710.0,1.0,27.0
894,others,2,910.0,2.0,30.5
895,Sompura,3,1025.0,2.0,48.0
896,Magadi Road,2,1000.0,2.0,46.5
897,Horamavu Agara,3,1453.0,2.0,46.48
898,Thanisandra,2,971.5,2.0,36.435
899,Bellandur,2,1281.0,2.0,74.0
900,Cooke Town,1,565.0,1.0,35.0
901,Varthur,2,1024.0,2.0,42.0
902,Electronic City,3,1620.0,3.0,62.0
903,Whitefield,2,1254.0,2.0,40.0
904,Banashankari,3,1300.0,2.0,75.0
905,Doddakallasandra,2,1233.0,2.0,43.0
906,Hosur Road,3,1510.0,2.0,105.0
907,Kaggalipura,2,950.0,2.0,65.0
908,Battarahalli,3,1945.0,3.0,97.42
909,Uttarahalli,2,1008.0,2.0,45.0
910,Thanisandra,3,1265.0,2.0,79.0
911,Hebbal,3,1255.0,2.0,77.68
912,Yelenahalli,2,1200.0,2.0,46.17
913,Sarjapur  Road,3,1403.0,3.0,51.63
914,Kudlu Gate,3,1535.0,3.0,85.0
915,others,3,1500.0,3.0,100.0
916,Chamrajpet,3,1475.0,2.0,120.0
917,Uttarahalli,3,1390.0,2.0,60.47
918,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76
919,others,2,1133.0,2.0,55.0
920,others,5,2900.0,5.0,90.0
921,Kogilu,2,1170.0,2.0,51.99
922,Whitefield,3,1697.0,3.0,94.79
923,Thanisandra,3,1651.0,3.0,97.38
924,Hennur Road,3,1192.0,2.0,60.0
925,OMBR Layout,2,1078.0,2.0,65.0
926,Kasavanhalli,2,1349.0,2.0,78.0
927,7th Phase JP Nagar,3,1680.0,3.0,120.0
928,Rayasandra,3,1314.0,2.0,63.0
929,Garudachar Palya,2,1060.0,2.0,48.7
930,Kalyan nagar,2,820.0,2.0,39.0
931,Whitefield,4,5000.0,4.0,400.0
932,others,3,2000.0,3.0,85.0
933,others,2,856.0,2.0,40.0
934,Rajaji Nagar,3,1621.0,4.0,130.0
935,others,3,1200.0,3.0,68.4
936,Bannerghatta Road,3,1484.0,3.0,52.5
937,others,4,14000.0,3.0,800.0
938,Yelahanka New Town,1,500.0,1.0,20.0
939,others,1,485.0,1.0,15.0
940,7th Phase JP Nagar,2,1050.0,2.0,42.0
941,Uttarahalli,3,1617.0,3.0,66.68
942,others,3,1384.0,3.0,62.28
943,Devanahalli,2,1408.0,2.0,85.0
944,Uttarahalli,2,1150.0,2.0,49.0
945,Akshaya Nagar,3,1410.0,2.0,75.0
946,Kaggadasapura,4,2150.0,4.0,100.0
947,others,3,1508.0,3.0,70.25
948,Ramamurthy Nagar,2,1040.0,2.0,50.0
949,TC Palaya,2,1240.0,2.0,60.0
950,Kudlu Gate,3,1535.0,3.0,78.0
951,Lakshminarayana Pura,2,1180.0,2.0,75.0
952,Abbigere,6,2200.0,6.0,68.0
953,Bannerghatta Road,2,1400.0,2.0,78.0
954,Raja Rajeshwari Nagar,1,500.0,1.0,25.0
955,Sarjapur  Road,3,1984.0,4.0,146.0
956,Garudachar Palya,3,1960.0,3.0,160.0
957,Sarjapur  Road,2,1035.0,2.0,45.0
958,others,4,2150.0,4.0,80.0
959,Whitefield,3,1700.0,3.0,115.0
960,Hosakerehalli,4,3024.0,5.0,248.0
961,Tumkur Road,3,1586.0,3.0,100.0
962,Hennur,3,2264.0,2.0,155.0
963,Chikka Tirupathi,4,2325.0,4.0,120.0
964,Yelahanka,2,1120.0,2.0,55.0
965,Yelahanka,3,1662.0,2.0,67.98
966,Sarjapur  Road,2,1128.0,2.0,59.0
967,Jigani,2,924.0,2.0,65.0
968,others,3,1600.0,3.0,52.0
969,Pai Layout,2,1006.0,2.0,35.0
970,Amruthahalli,2,1200.0,2.0,55.0
971,others,2,1250.0,2.0,62.0
972,Kannamangala,2,957.0,2.0,56.0
973,Whitefield,2,1140.0,2.0,41.0
974,others,2,1050.0,2.0,67.0
975,Kasturi Nagar,3,1565.0,3.0,88.5
976,Whitefield,2,1190.0,2.0,57.0
977,Whitefield,3,2842.0,3.0,162.0
978,Kanakpura Road,3,1558.67,2.0,65.0
979,Electronics City Phase 1,1,630.0,1.0,39.0
980,Whitefield,3,1403.0,2.0,60.81
981,Kanakpura Road,3,1542.0,2.0,85.0
982,Haralur Road,4,2750.0,4.0,220.0
983,Iblur Village,4,3596.0,5.0,290.0
984,Kengeri Satellite Town,3,1635.0,2.0,78.0
985,Mysore Road,2,1239.0,2.0,53.0
986,others,3,1596.0,3.0,105.0
987,Channasandra,2,1009.0,2.0,38.34
988,Hosa Road,3,1726.0,3.0,81.99
989,Kudlu Gate,3,1535.0,3.0,86.0
990,Banashankari Stage V,3,1300.0,2.0,58.5
991,others,3,1800.0,3.0,80.0
992,Binny Pete,1,665.0,1.0,50.75
993,TC Palaya,3,1500.0,2.0,100.0
994,others,2,925.0,2.0,48.0
995,Old Airport Road,4,3356.0,4.0,251.0
996,others,2,1395.0,2.0,63.59
997,Sonnenahalli,3,1415.0,2.0,55.0
998,Begur,3,1419.0,2.0,59.0
999,Kasavanhalli,2,1121.0,2.0,78.0
1000,Kambipura,3,1082.0,2.0,45.0
1001,KR Puram,2,1100.0,2.0,47.0
1002,Hoodi,3,1606.0,3.0,89.55
1003,Billekahalli,3,1650.0,3.0,88.0
1004,Old Airport Road,2,1206.0,2.0,75.0
1005,Sarjapur  Road,3,1495.0,2.0,64.0
1006,Balagere,2,1210.0,2.0,72.0
1007,Nagarbhavi,3,1523.0,2.0,53.4
1008,Whitefield,2,1232.0,2.0,45.0
1009,Rachenahalli,1,680.0,1.0,44.0
1010,Hebbal,3,1355.0,3.0,83.87
1011,Thanisandra,3,1430.0,2.0,51.46
1012,Kothannur,3,1275.0,2.0,43.85
1013,Electronic City,2,1070.0,2.0,56.1
1014,others,3,1200.0,3.0,85.0
1015,Electronic City,4,2000.0,4.0,120.0
1016,Bommanahalli,2,1200.0,2.0,40.0
1017,Marathahalli,3,1610.0,3.0,90.0
1018,Haralur Road,2,1140.0,2.0,43.0
1019,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65
1020,Rachenahalli,3,1530.0,2.0,74.4
1021,7th Phase JP Nagar,2,980.0,2.0,69.0
1022,Whitefield,3,1485.0,3.0,65.0
1023,Thanisandra,2,1265.0,2.0,85.0
1024,others,2,1132.0,2.0,67.0
1025,others,2,1262.0,2.0,63.0
1026,JP Nagar,2,940.0,2.0,49.0
1027,others,3,1515.0,3.0,88.0
1028,Kothanur,3,1840.0,3.0,69.0
1029,Electronic City,2,890.0,2.0,45.0
1030,others,3,1655.0,3.0,86.06
1031,Hennur Road,3,2060.0,3.0,149.0
1032,Bommanahalli,3,1730.0,3.0,96.0
1033,Yelahanka,3,2195.0,4.0,127.0
1034,Kathriguppe,3,1650.0,3.0,125.0
1035,KR Puram,2,1200.0,2.0,71.0
1036,Hosa Road,2,1079.0,2.0,32.37
1037,Panathur,2,1085.0,2.0,36.0
1038,Yelahanka,2,1075.0,2.0,51.5
1039,others,2,1380.0,2.0,80.0
1040,others,3,1450.0,3.0,65.0
1041,Thubarahalli,2,1200.0,2.0,78.0
1042,Hoodi,3,1639.0,3.0,98.32
1043,others,2,1200.0,2.0,54.0
1044,Vijayanagar,3,1739.0,3.0,116.0
1045,Old Madras Road,2,935.0,2.0,32.72
1046,others,2,1178.0,2.0,47.0
1047,Chikkalasandra,3,1375.0,2.0,50.0
1048,Chandapura,3,1065.0,2.0,33.0
1049,others,3,1450.0,2.0,50.75
1050,others,2,999.0,2.0,45.0
1051,Kothannur,2,1100.0,2.0,40.0
1052,Hoodi,4,2090.0,4.0,95.1
1053,Lingadheeranahalli,3,1519.0,3.0,93.0
1054,Dommasandra,3,1267.0,3.0,56.0
1055,Sanjay nagar,2,1150.0,2.0,72.2
1056,Marathahalli,2,1146.0,2.0,70.0
1057,Kannamangala,3,1550.0,3.0,65.0
1058,Electronics City Phase 1,1,785.0,1.0,55.0
1059,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0
1060,Bellandur,2,921.0,2.0,40.0
1061,Bannerghatta Road,5,2700.0,5.0,158.0
1062,Sarjapur  Road,3,1700.0,3.0,110.0
1063,Sarjapur,2,1020.0,2.0,35.0
1064,Billekahalli,2,1090.0,2.0,52.0
1065,Thanisandra,2,1185.0,2.0,42.1
1066,Doddathoguru,2,850.0,2.0,25.0
1067,Harlur,2,1197.0,2.0,84.0
1068,others,2,920.0,2.0,39.55
1069,Raja Rajeshwari Nagar,2,1105.0,2.0,65.0
1070,Yeshwanthpur,3,1850.0,3.0,100.0
1071,Judicial Layout,3,1300.0,3.0,64.0
1072,others,3,1595.0,3.0,76.0
1073,Horamavu Agara,2,755.0,2.0,37.49
1074,Nagasandra,5,4050.0,5.0,140.0
1075,Kanakpura Road,3,1300.0,2.0,69.0
1076,Bannerghatta Road,2,1215.0,2.0,50.0
1077,Kanakpura Road,2,900.0,2.0,46.0
1078,Banashankari Stage III,2,1145.0,2.0,58.4
1079,others,2,1093.0,2.0,65.0
1080,Babusapalaya,3,1213.0,2.0,41.39
1081,Bannerghatta Road,3,1654.0,3.0,100.0
1082,NGR Layout,2,1105.0,2.0,52.48
1083,Babusapalaya,3,1611.0,2.0,66.0
1084,others,2,1367.0,2.0,62.0
1085,Devanahalli,2,1010.0,2.0,51.0
1086,others,3,1535.0,3.0,95.0
1087,Anekal,2,620.0,2.0,22.0
1088,Horamavu Agara,2,982.0,2.0,47.65
1089,Whitefield,2,1330.0,2.0,71.0
1090,JP Nagar,3,2500.0,3.0,135.0
1091,others,3,1475.0,2.0,58.99
1092,Bhoganhalli,3,1410.0,3.0,65.0
1093,Yelahanka New Town,1,440.0,1.0,16.5
1094,Yelahanka,3,1614.0,3.0,95.0
1095,Neeladri Nagar,2,1363.0,2.0,68.0
1096,Kogilu,2,650.0,2.0,28.0
1097,others,2,1015.0,2.0,45.0
1098,Horamavu Banaswadi,2,1156.0,2.0,46.0
1099,others,2,1100.0,2.0,62.7
1100,KR Puram,3,1455.0,3.0,46.0
1101,others,2,930.0,2.0,45.0
1102,others,3,1650.0,2.0,80.0
1103,KR Puram,2,1200.0,2.0,90.0
1104,Karuna Nagar,4,2900.0,3.0,135.0
1105,Kadugodi,3,1890.0,4.0,127.0
1106,others,3,1240.0,2.0,46.0
1107,HRBR Layout,2,1440.0,2.0,98.0
1108,Kodichikkanahalli,1,650.0,1.0,38.0
1109,Budigere,1,764.0,1.0,32.0
1110,Hoodi,3,1445.0,3.0,65.0
1111,Kanakpura Road,2,900.0,1.0,45.0
1112,Singasandra,2,1030.0,2.0,55.0
1113,Yelahanka,3,1381.0,2.0,52.48
1114,others,2,1100.0,2.0,60.0
1115,Hoodi,3,1575.0,3.0,66.39
1116,Thigalarapalya,2,1200.0,2.0,65.0
1117,Begur Road,2,1200.0,2.0,43.2
1118,Kasturi Nagar,2,1080.0,2.0,80.0
1119,Akshaya Nagar,3,1360.0,2.0,85.0
1120,Jakkur,3,1865.0,3.0,124.0
1121,Sarjapur  Road,3,1157.0,2.0,75.0
1122,Kammasandra,2,674.0,2.0,29.0
1123,Whitefield,3,1405.0,2.0,78.0
1124,Begur Road,2,1160.0,2.0,44.08
1125,Hebbal,3,1790.0,3.0,127.0
1126,Electronic City,2,1128.0,2.0,65.65
1127,Panathur,2,1180.0,2.0,70.0
1128,others,3,1450.0,2.0,85.0
1129,Kengeri,1,340.0,1.0,10.0
1130,Rachenahalli,2,1050.0,2.0,53.5
1131,Varthur,2,1125.0,2.0,40.0
1132,Vittasandra,2,1246.0,2.0,68.0
1133,HSR Layout,2,1372.0,2.0,61.0
1134,Dasarahalli,2,1300.0,2.0,55.0
1135,Channasandra,2,1065.0,2.0,35.0
1136,others,2,700.0,2.0,27.0
1137,Hebbal,2,687.325,2.0,42.72
1138,others,2,1050.0,2.0,45.0
1139,others,3,1250.0,3.0,39.5
1140,Electronic City,2,865.0,2.0,42.0
1141,Uttarahalli,2,1200.0,2.0,44.0
1142,others,3,1756.0,3.0,100.0
1143,Yelahanka,1,628.0,1.0,24.0
1144,5th Phase JP Nagar,2,1207.0,2.0,63.0
1145,Kalena Agrahara,3,1765.0,3.0,125.0
1146,others,3,1532.0,3.0,92.0
1147,others,3,1650.0,3.0,110.0
1148,Doddathoguru,2,1200.0,2.0,75.0
1149,Kengeri,2,1197.0,2.0,50.0
1150,others,2,1200.0,2.0,66.0
1151,Uttarahalli,3,1385.0,2.0,48.48
1152,Whitefield,3,2225.0,3.0,115.0
1153,others,2,1180.0,2.0,48.0
1154,others,3,1525.0,2.0,122.0
1155,others,3,1435.0,3.0,70.0
1156,Attibele,1,400.0,1.0,14.0
1157,Dommasandra,2,1200.0,2.0,50.0
1158,Whitefield,2,1272.0,2.0,95.05
1159,Whitefield,2,1205.0,2.0,39.0
1160,Kalena Agrahara,2,980.0,2.0,40.0
1161,Malleshpalya,2,1225.0,2.0,46.86
1162,Whitefield,3,1541.0,3.0,72.0
1163,Ramagondanahalli,3,1610.0,2.0,111.0
1164,Jalahalli,2,1694.0,2.0,125.0
1165,Kaggalipura,2,950.0,2.0,39.0
1166,others,3,1560.0,2.0,66.0
1167,Chandapura,2,1500.0,2.0,60.0
1168,Malleshpalya,3,1785.0,3.0,75.0
1169,Raja Rajeshwari Nagar,2,1258.0,2.0,63.53
1170,Electronic City,2,910.0,2.0,42.0
1171,Kundalahalli,2,1291.0,2.0,49.0
1172,others,2,1070.0,2.0,42.0
1173,Varthur,2,1012.0,2.0,66.5
1174,Mahadevpura,2,1260.0,2.0,57.6
1175,Sarjapur  Road,2,1282.0,2.0,72.0
